year,state,abbrev,col,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white,race_black,race_natamer,race_asian,race_hispanic
1997,Nevada,NV,29,Nevada_1997,NV_1997,1759330,896200,863130,447344,298762,746084,267140,1355129,118465,24385,207851,313105
1998,Nevada,NV,29,Nevada_1998,NV_1998,1838972,936817,902155,468829,308653,782040,279450,1404048,124136,25063,224583,340060
1999,Nevada,NV,29,Nevada_1999,NV_1999,1918615,977434,941181,490314,318543,817997,291761,1452967,129806,25742,241314,367015
2000,Nevada,NV,29,Nevada_2000,NV_2000,1998257,1018051,980206,511799,328434,853953,304071,1501886,135477,26420,258046,393970
2001,Nevada,NV,29,Nevada_2001,NV_2001,2068487,1052608,1015879,527120,340138,905520,321192,1530366,143792,26984,285951,426223
2002,Nevada,NV,29,Nevada_2002,NV_2002,2138716,1087164,1051552,542441,351842,957086,338313,1558846,152107,27548,313857,458476
2003,Nevada,NV,29,Nevada_2003,NV_2003,2208946,1121721,1087225,557762,363546,1008653,355435,1587327,160422,28113,341762,490729
2004,Nevada,NV,29,Nevada_2004,NV_2004,2279175,1156277,1122898,573083,375250,1060219,372556,1615807,168737,28677,369668,522982
2005,Nevada,NV,29,Nevada_2005,NV_2005,2349405,1190834,1158571,588404,386954,1111786,389677,1644287,177052,29241,397573,555236
2006,Nevada,NV,29,Nevada_2006,NV_2006,2419633,1225390,1194243,603724,398657,1163352,406798,1672767,185366,29805,425478,587489
2007,Nevada,NV,29,Nevada_2007,NV_2007,2489863,1259947,1229916,619045,410361,1214919,423919,1701247,193681,30369,453384,619742
2008,Nevada,NV,29,Nevada_2008,NV_2008,2560092,1294503,1265589,634366,422065,1266485,441041,1729728,201996,30934,481289,651995
2009,Nevada,NV,29,Nevada_2009,NV_2009,2630322,1329060,1301262,649687,433769,1318052,458162,1758208,210311,31498,509195,684248
2010,Nevada,NV,29,Nevada_2010,NV_2010,2700551,1363616,1336935,665008,445473,1369618,475283,1786688,218626,32062,537100,716501
2011,Nevada,NV,29,Nevada_2011,NV_2011,2770781,1398173,1372608,680329,457177,1421185,492404,1815168,226941,32626,565005,748754
2012,Nevada,NV,29,Nevada_2012,NV_2012,2841010,1432729,1408281,695650,468881,1472751,509525,1843648,235256,33190,592911,781007
2013,Nevada,NV,29,Nevada_2013,NV_2013,2911240,1467286,1443954,710971,480585,1524318,526647,1872129,243571,33755,620816,813260
2014,Nevada,NV,29,Nevada_2014,NV_2014,2981469,1501842,1479627,726292,492289,1575884,543768,1900609,251886,34319,648722,845513
2015,Nevada,NV,29,Nevada_2015,NV_2015,3051699,1536399,1515300,741613,503993,1627451,560889,1929089,260201,34883,676627,877767
2016,Nevada,NV,29,Nevada_2016,NV_2016,3121927,1570955,1550972,756933,515696,1679017,578010,1957569,268515,35447,704532,910020
2017,Nevada,NV,29,Nevada_2017,NV_2017,3192157,1605512,1586645,772254,527400,1730584,595131,1986049,276830,36011,732438,942273
2018,Nevada,NV,29,Nevada_2018,NV_2018,3262386,1640068,1622318,787575,539104,1782150,612253,2014530,285145,36576,760343,974526
1970,New Hampshire,NH,30,New Hampshire_1970,NH_1970,737681,360672,377009,254211,134286,238912,110272,733106,2505,361,1709,2281
1971,New Hampshire,NH,30,New Hampshire_1971,NH_1971,755974,369451,386523,254598,140863,247003,113509,750851,2687,463,1875,2612
1972,New Hampshire,NH,30,New Hampshire_1972,NH_1972,774267,378230,396037,254985,147440,255095,116746,768595,2869,566,2040,2942
1973,New Hampshire,NH,30,New Hampshire_1973,NH_1973,792560,387009,405551,255372,154018,263186,119984,786340,3051,668,2206,3273
1974,New Hampshire,NH,30,New Hampshire_1974,NH_1974,810853,395788,415065,255759,160595,271278,123221,804084,3233,771,2371,3603
1975,New Hampshire,NH,30,New Hampshire_1975,NH_1975,829146,404567,424579,256147,167172,279369,126458,821829,3415,873,2537,3934
1976,New Hampshire,NH,30,New Hampshire_1976,NH_1976,847438,413346,434092,256534,173749,287460,129695,839573,3596,975,2702,4265
1977,New Hampshire,NH,30,New Hampshire_1977,NH_1977,865731,422125,443606,256921,180326,295552,132932,857318,3778,1078,2868,4595
1978,New Hampshire,NH,30,New Hampshire_1978,NH_1978,884024,430904,453120,257308,186904,303643,136170,875062,3960,1180,3033,4926
1979,New Hampshire,NH,30,New Hampshire_1979,NH_1979,902317,439683,462634,257695,193481,311735,139407,892807,4142,1283,3199,5256
1980,New Hampshire,NH,30,New Hampshire_1980,NH_1980,920610,448462,472148,258082,200058,319826,142644,910551,4324,1385,3364,5587
1981,New Hampshire,NH,30,New Hampshire_1981,NH_1981,939474,457970,481504,260149,201679,332415,145232,928239,4611,1460,4276,6162
1982,New Hampshire,NH,30,New Hampshire_1982,NH_1982,958338,467478,490860,262217,203299,345003,147820,945927,4899,1535,5189,6736
1983,New Hampshire,NH,30,New Hampshire_1983,NH_1983,977203,476987,500216,264284,204920,357592,150407,963616,5186,1610,6101,7311
1984,New Hampshire,NH,30,New Hampshire_1984,NH_1984,996067,486495,509572,266351,206540,370180,152995,981304,5474,1685,7013,7885
1985,New Hampshire,NH,30,New Hampshire_1985,NH_1985,1014931,496003,518928,268419,208161,382769,155583,998992,5761,1760,7926,8460
1986,New Hampshire,NH,30,New Hampshire_1986,NH_1986,1033795,505511,528284,270486,209782,395357,158171,1016680,6048,1834,8838,9035
1987,New Hampshire,NH,30,New Hampshire_1987,NH_1987,1052659,515019,537640,272553,211402,407946,160759,1034368,6336,1909,9750,9609
1988,New Hampshire,NH,30,New Hampshire_1988,NH_1988,1071524,524528,546996,274620,213023,420534,163346,1052057,6623,1984,10662,10184
1989,New Hampshire,NH,30,New Hampshire_1989,NH_1989,1090388,534036,556352,276688,214643,433123,165934,1069745,6911,2059,11575,10758
1990,New Hampshire,NH,30,New Hampshire_1990,NH_1990,1109252,543544,565708,278755,216264,445711,168522,1087433,7198,2134,12487,11333
1991,New Hampshire,NH,30,New Hampshire_1991,NH_1991,1121905,549958,571947,281836,212110,456793,171166,1097375,7382,2217,13611,12249
1992,New Hampshire,NH,30,New Hampshire_1992,NH_1992,1134559,556373,578186,284916,207956,467876,173811,1107317,7565,2300,14734,13164
1993,New Hampshire,NH,30,New Hampshire_1993,NH_1993,1147212,562787,584425,287997,203802,478958,176455,1117258,7749,2383,15858,14080
1994,New Hampshire,NH,30,New Hampshire_1994,NH_1994,1159865,569201,590664,291078,199648,490041,179099,1127200,7933,2466,16981,14995
1995,New Hampshire,NH,30,New Hampshire_1995,NH_1995,1172520,575616,596904,294159,195494,501123,181744,1137142,8117,2549,18105,15911
1996,New Hampshire,NH,30,New Hampshire_1996,NH_1996,1185173,582030,603143,297239,191340,512205,184388,1147084,8300,2632,19228,16827
1997,New Hampshire,NH,30,New Hampshire_1997,NH_1997,1197826,588444,609382,300320,187186,523288,187032,1157026,8484,2715,20352,17742
1998,New Hampshire,NH,30,New Hampshire_1998,NH_1998,1210479,594858,615621,303401,183032,534370,189676,1166967,8668,2798,21475,18658
1999,New Hampshire,NH,30,New Hampshire_1999,NH_1999,1223133,601273,621860,306481,178878,545453,192321,1176909,8851,2881,22599,19573
2000,New Hampshire,NH,30,New Hampshire_2000,NH_2000,1235786,607687,628099,309562,174724,556535,194965,1186851,9035,2964,23722,20489
2001,New Hampshire,NH,30,New Hampshire_2001,NH_2001,1243855,611858,631997,307329,176875,570648,201491,1191771,9635,2983,25435,22111
2002,New Hampshire,NH,30,New Hampshire_2002,NH_2002,1251922,616028,635894,305096,179026,584761,208016,1196691,10235,3001,27148,23732
2003,New Hampshire,NH,30,New Hampshire_2003,NH_2003,1259991,620199,639792,302864,181177,598873,214542,1201611,10835,3020,28861,25354
2004,New Hampshire,NH,30,New Hampshire_2004,NH_2004,1268060,624370,643690,300631,183328,612986,221068,1206531,11435,3038,30574,26975
2005,New Hampshire,NH,30,New Hampshire_2005,NH_2005,1276129,628541,647588,298398,185480,627099,227594,1211451,12035,3057,32288,28597
2006,New Hampshire,NH,30,New Hampshire_2006,NH_2006,1284196,632711,651485,296165,187631,641212,234119,1216370,12635,3076,34001,30218
2007,New Hampshire,NH,30,New Hampshire_2007,NH_2007,1292265,636882,655383,293932,189782,655325,240645,1221290,13235,3094,35714,31840
2008,New Hampshire,NH,30,New Hampshire_2008,NH_2008,1300334,641053,659281,291700,191933,669437,247171,1226210,13835,3113,37427,33461
2009,New Hampshire,NH,30,New Hampshire_2009,NH_2009,1308401,645223,663178,289467,194084,683550,253696,1231130,14435,3131,39140,35083
2010,New Hampshire,NH,30,New Hampshire_2010,NH_2010,1316470,649394,667076,287234,196235,697663,260222,1236050,15035,3150,40853,36704
2011,New Hampshire,NH,30,New Hampshire_2011,NH_2011,1324539,653565,670974,285001,198386,711776,266748,1240970,15635,3169,42566,38326
2012,New Hampshire,NH,30,New Hampshire_2012,NH_2012,1332606,657735,674871,282768,200537,725889,273273,1245890,16235,3187,44279,39947
2013,New Hampshire,NH,30,New Hampshire_2013,NH_2013,1340675,661906,678769,280536,202688,740001,279799,1250810,16835,3206,45992,41569
2014,New Hampshire,NH,30,New Hampshire_2014,NH_2014,1348744,666077,682667,278303,204839,754114,286325,1255730,17435,3224,47705,43190
2015,New Hampshire,NH,30,New Hampshire_2015,NH_2015,1356813,670248,686565,276070,206991,768227,292851,1260650,18035,3243,49419,44812
2016,New Hampshire,NH,30,New Hampshire_2016,NH_2016,1364880,674418,690462,273837,209142,782340,299376,1265569,18635,3262,51132,46433
2017,New Hampshire,NH,30,New Hampshire_2017,NH_2017,1372949,678589,694360,271604,211293,796453,305902,1270489,19235,3280,52845,48055
2018,New Hampshire,NH,30,New Hampshire_2018,NH_2018,1381018,682760,698258,269372,213444,810565,312428,1275409,19835,3299,54558,49676
1970,New Jersey,NJ,31,New Jersey_1970,NJ_1970,7168164,3467373,3700791,2384845,1191631,2580654,1011034,6349908,770292,4706,43258,288488
1971,New Jersey,NJ,31,New Jersey_1971,NJ_1971,7187830,3473937,3713893,2345447,1217102,2592607,1032674,6330401,785754,5255,49871,308828
1972,New Jersey,NJ,31,New Jersey_1972,NJ_1972,7207496,3480501,3726995,2306048,1242574,2604561,1054313,6310893,801215,5805,56483,329167
1973,New Jersey,NJ,31,New Jersey_1973,NJ_1973,7227162,3487065,3740097,2266650,1268045,2616514,1075953,6291386,816677,6354,63096,349507
1974,New Jersey,NJ,31,New Jersey_1974,NJ_1974,7246828,3493629,3753199,2227251,1293516,2628467,1097593,6271878,832139,6904,69708,369846
1975,New Jersey,NJ,31,New Jersey_1975,NJ_1975,7266494,3500193,3766301,2187853,1318988,2640421,1119233,6252371,847601,7453,76321,390186
1976,New Jersey,NJ,31,New Jersey_1976,NJ_1976,7286159,3506756,3779403,2148455,1344459,2652374,1140872,6232863,863062,8002,82933,410525
1977,New Jersey,NJ,31,New Jersey_1977,NJ_1977,7305825,3513320,3792505,2109056,1369930,2664327,1162512,6213356,878524,8552,89546,430865
1978,New Jersey,NJ,31,New Jersey_1978,NJ_1978,7325491,3519884,3805607,2069658,1395401,2676280,1184152,6193848,893986,9101,96158,451204
1979,New Jersey,NJ,31,New Jersey_1979,NJ_1979,7345157,3526448,3818709,2030259,1420873,2688234,1205791,6174341,909447,9651,102771,471544
1980,New Jersey,NJ,31,New Jersey_1980,NJ_1980,7364823,3533012,3831811,1990861,1446344,2700187,1227431,6154833,924909,10200,109383,491883
1981,New Jersey,NJ,31,New Jersey_1981,NJ_1981,7401359,3553279,3848080,1971721,1446520,2738876,1244243,6152396,936101,10677,153238,516681
1982,New Jersey,NJ,31,New Jersey_1982,NJ_1982,7437896,3573547,3864349,1952581,1446695,2777565,1261054,6149959,947292,11154,197092,541479
1983,New Jersey,NJ,31,New Jersey_1983,NJ_1983,7474433,3593814,3880619,1933441,1446871,2816255,1277866,6147523,958484,11631,240947,566276
1984,New Jersey,NJ,31,New Jersey_1984,NJ_1984,7510969,3614081,3896888,1914301,1447047,2854944,1294677,6145086,969675,12108,284801,591074
1985,New Jersey,NJ,31,New Jersey_1985,NJ_1985,7547506,3634349,3913157,1895162,1447223,2893633,1311489,6142649,980867,12585,328656,615872
1986,New Jersey,NJ,31,New Jersey_1986,NJ_1986,7584042,3654616,3929426,1876022,1447398,2932322,1328300,6140212,992059,13062,372510,640670
1987,New Jersey,NJ,31,New Jersey_1987,NJ_1987,7620578,3674883,3945695,1856882,1447574,2971011,1345112,6137775,1003250,13539,416365,665468
1988,New Jersey,NJ,31,New Jersey_1988,NJ_1988,7657115,3695150,3961965,1837742,1447750,3009701,1361923,6135339,1014442,14016,460219,690265
1989,New Jersey,NJ,31,New Jersey_1989,NJ_1989,7693652,3715418,3978234,1818602,1447925,3048390,1378735,6132902,1025633,14493,504074,715063
1990,New Jersey,NJ,31,New Jersey_1990,NJ_1990,7730188,3735685,3994503,1799462,1448101,3087079,1395546,6130465,1036825,14970,547928,739861
1991,New Jersey,NJ,31,New Jersey_1991,NJ_1991,7798604,3770398,4028206,1828272,1425445,3144518,1400370,6127889,1047325,15422,586593,777594
1992,New Jersey,NJ,31,New Jersey_1992,NJ_1992,7867021,3805111,4061910,1857081,1402790,3201956,1405193,6125313,1057824,15874,625258,815327
1993,New Jersey,NJ,31,New Jersey_1993,NJ_1993,7935436,3839823,4095613,1885891,1380134,3259395,1410017,6122737,1068324,16327,663923,853060
1994,New Jersey,NJ,31,New Jersey_1994,NJ_1994,8003853,3874536,4129317,1914700,1357479,3316833,1414840,6120161,1078823,16779,702588,890793
1995,New Jersey,NJ,31,New Jersey_1995,NJ_1995,8072269,3909249,4163020,1943510,1334823,3374272,1419664,6117585,1089323,17231,741253,928526
1996,New Jersey,NJ,31,New Jersey_1996,NJ_1996,8140685,3943962,4196723,1972320,1312167,3431711,1424488,6115009,1099823,17683,779917,966259
1997,New Jersey,NJ,31,New Jersey_1997,NJ_1997,8209102,3978675,4230427,2001129,1289512,3489149,1429311,6112433,1110322,18135,818582,1003992
1998,New Jersey,NJ,31,New Jersey_1998,NJ_1998,8277517,4013387,4264130,2029939,1266856,3546588,1434135,6109857,1120822,18588,857247,1041725
1999,New Jersey,NJ,31,New Jersey_1999,NJ_1999,8345934,4048100,4297834,2058748,1244201,3604026,1438958,6107281,1131321,19040,895912,1079458
2000,New Jersey,NJ,31,New Jersey_2000,NJ_2000,8414350,4082813,4331537,2087558,1221545,3661465,1443782,6104705,1141821,19492,934577,1117191
2001,New Jersey,NJ,31,New Jersey_2001,NJ_2001,8452105,4102492,4349613,2085324,1231427,3745667,1466057,6097159,1148122,20445,969968,1160986
2002,New Jersey,NJ,31,New Jersey_2002,NJ_2002,8489858,4122170,4367688,2083089,1241309,3829869,1488333,6089614,1154422,21399,1005360,1204782
2003,New Jersey,NJ,31,New Jersey_2003,NJ_2003,8527613,4141849,4385764,2080855,1251192,3914070,1510608,6082068,1160723,22352,1040751,1248577
2004,New Jersey,NJ,31,New Jersey_2004,NJ_2004,8565368,4161528,4403840,2078620,1261074,3998272,1532883,6074522,1167023,23306,1076143,1292372
2005,New Jersey,NJ,31,New Jersey_2005,NJ_2005,8603123,4181207,4421916,2076386,1270956,4082474,1555159,6066977,1173324,24259,1111534,1336168
2006,New Jersey,NJ,31,New Jersey_2006,NJ_2006,8640876,4200885,4439991,2074152,1280838,4166676,1577434,6059431,1179624,25212,1146925,1379963
2007,New Jersey,NJ,31,New Jersey_2007,NJ_2007,8678631,4220564,4458067,2071917,1290720,4250878,1599709,6051885,1185925,26166,1182317,1423758
2008,New Jersey,NJ,31,New Jersey_2008,NJ_2008,8716386,4240243,4476143,2069683,1300603,4335079,1621984,6044339,1192225,27119,1217708,1467553
2009,New Jersey,NJ,31,New Jersey_2009,NJ_2009,8754139,4259921,4494218,2067448,1310485,4419281,1644260,6036794,1198526,28073,1253100,1511349
2010,New Jersey,NJ,31,New Jersey_2010,NJ_2010,8791894,4279600,4512294,2065214,1320367,4503483,1666535,6029248,1204826,29026,1288491,1555144
2011,New Jersey,NJ,31,New Jersey_2011,NJ_2011,8829649,4299279,4530370,2062980,1330249,4587685,1688810,6021702,1211127,29979,1323882,1598939
2012,New Jersey,NJ,31,New Jersey_2012,NJ_2012,8867402,4318957,4548445,2060745,1340131,4671887,1711086,6014157,1217427,30933,1359274,1642735
2013,New Jersey,NJ,31,New Jersey_2013,NJ_2013,8905157,4338636,4566521,2058511,1350014,4756088,1733361,6006611,1223728,31886,1394665,1686530
2014,New Jersey,NJ,31,New Jersey_2014,NJ_2014,8942912,4358315,4584597,2056276,1359896,4840290,1755636,5999065,1230028,32840,1430057,1730325
2015,New Jersey,NJ,31,New Jersey_2015,NJ_2015,8980667,4377994,4602673,2054042,1369778,4924492,1777912,5991520,1236329,33793,1465448,1774121
2016,New Jersey,NJ,31,New Jersey_2016,NJ_2016,9018420,4397672,4620748,2051808,1379660,5008694,1800187,5983974,1242629,34746,1500839,1817916
2017,New Jersey,NJ,31,New Jersey_2017,NJ_2017,9056175,4417351,4638824,2049573,1389542,5092896,1822462,5976428,1248930,35700,1536231,1861711
2018,New Jersey,NJ,31,New Jersey_2018,NJ_2018,9093930,4437030,4656900,2047339,1399425,5177097,1844737,5968882,1255230,36653,1571622,1905506
1970,New Mexico,NM,32,New Mexico_1970,NM_1970,1016000,500824,515176,406216,185495,319131,105158,915815,19555,72788,7842,308340
1971,New Mexico,NM,32,New Mexico_1971,NM_1971,1044689,514957,529732,407385,196307,329889,111108,923299,19907,76184,7831,325228
1972,New Mexico,NM,32,New Mexico_1972,NM_1972,1073379,529091,544288,408554,207120,340646,117059,930783,20258,79580,7819,342116
1973,New Mexico,NM,32,New Mexico_1973,NM_1973,1102068,543224,558844,409723,217932,351404,123009,938268,20610,82977,7808,359005
1974,New Mexico,NM,32,New Mexico_1974,NM_1974,1130757,557357,573400,410892,228744,362162,128959,945752,20961,86373,7796,375893
1975,New Mexico,NM,32,New Mexico_1975,NM_1975,1159448,571491,587957,412062,239557,372920,134910,953236,21313,89769,7785,392781
1976,New Mexico,NM,32,New Mexico_1976,NM_1976,1188137,585624,602513,413231,250369,383677,140860,960720,21665,93165,7774,409669
1977,New Mexico,NM,32,New Mexico_1977,NM_1977,1216826,599757,617069,414400,261181,394435,146810,968204,22016,96561,7762,426557
1978,New Mexico,NM,32,New Mexico_1978,NM_1978,1245515,613890,631625,415569,271993,405193,152760,975689,22368,99958,7751,443446
1979,New Mexico,NM,32,New Mexico_1979,NM_1979,1274205,628024,646181,416738,282806,415950,158711,983173,22719,103354,7739,460334
1980,New Mexico,NM,32,New Mexico_1980,NM_1980,1302894,642157,660737,417907,293618,426708,164661,990657,23071,106750,7728,477222
1981,New Mexico,NM,32,New Mexico_1981,NM_1981,1324112,652467,671645,420790,292047,440824,170450,1006194,23785,109511,27403,487422
1982,New Mexico,NM,32,New Mexico_1982,NM_1982,1345329,662776,682553,423674,290476,454940,176239,1021731,24499,112271,47078,497622
1983,New Mexico,NM,32,New Mexico_1983,NM_1983,1366547,673086,693461,426557,288905,469056,182028,1037268,25213,115032,66752,507823
1984,New Mexico,NM,32,New Mexico_1984,NM_1984,1387764,683395,704369,429441,287334,483172,187817,1052805,25927,117792,86427,518023
1985,New Mexico,NM,32,New Mexico_1985,NM_1985,1408982,693705,715277,432324,285763,497289,193607,1068343,26641,120553,106102,528223
1986,New Mexico,NM,32,New Mexico_1986,NM_1986,1430199,704015,726184,435207,284191,511405,199396,1083880,27354,123313,125777,538423
1987,New Mexico,NM,32,New Mexico_1987,NM_1987,1451416,714324,737092,438091,282620,525521,205185,1099417,28068,126074,145452,548623
1988,New Mexico,NM,32,New Mexico_1988,NM_1988,1472634,724634,748000,440974,281049,539637,210974,1114954,28782,128834,165126,558824
1989,New Mexico,NM,32,New Mexico_1989,NM_1989,1493851,734943,758908,443858,279478,553753,216763,1130491,29496,131595,184801,569024
1990,New Mexico,NM,32,New Mexico_1990,NM_1990,1515069,745253,769816,446741,277907,567869,222552,1146028,30210,134355,204476,579224
1991,New Mexico,NM,32,New Mexico_1991,NM_1991,1545466,760159,785307,452924,279413,584449,228681,1152851,30623,138268,217092,597840
1992,New Mexico,NM,32,New Mexico_1992,NM_1992,1575865,775066,800799,459108,280918,601030,234809,1159673,31037,142181,229709,616456
